#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1     1.23237     1.23237           0
           2     1.23533     1.23385  0.00104528
           3     1.23877     1.23549  0.00150983
           4     1.24088     1.23684  0.00162628
           5     1.24314      1.2381  0.00172203
           6     1.24561     1.23935  0.00183479
           7     1.24708     1.24046  0.00187573
           8     1.24817     1.24142  0.00187263
           9     1.24954     1.24232   0.0018692
          10      1.2517     1.24326  0.00190316
          11     1.25274     1.24412  0.00191524
          12     1.25373     1.24492  0.00191565
          13     1.25563     1.24575   0.0019373
          14     1.25674     1.24653  0.00195172
          15     1.25843     1.24732  0.00197615
          16     1.25982     1.24811  0.00200113
          17     1.26159      1.2489  0.00203448
          18     1.26423     1.24975  0.00209214
          19     1.26615     1.25061  0.00215273
          20     1.26894     1.25153  0.00223152
