#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.27913     1.27913           0
           2     1.08946      1.1843    0.067056
           3     1.09148     1.15336   0.0513474
           4     1.10312      1.1408   0.0400169
           5     1.07885     1.12841   0.0338774
           6      1.0842     1.12104   0.0290215
           7     1.06887     1.11359   0.0258147
           8      1.1083     1.11293   0.0225963
           9     1.09783     1.11125   0.0201477
          10     1.10182     1.11031    0.018155
          11     1.07972     1.10753   0.0167161
          12     1.11622     1.10825   0.0153388
          13     1.14853     1.11135   0.0144684
          14     1.05755     1.10751   0.0139359
          15     1.06029     1.10436   0.0133576
          16     1.07604     1.10259   0.0126395
          17     1.08016     1.10127   0.0119647
          18     1.07097     1.09959   0.0114177
          19     1.09385     1.09928   0.0108208
          20     1.06576     1.09761   0.0104087
          21     1.04523     1.09511   0.0102075
          22     1.10596     1.09561  0.00975545
          23     1.06591     1.09432  0.00941636
          24     1.12188     1.09546   0.0090938
          25     1.04176     1.09332  0.00898021
          26     1.10958     1.09394  0.00865658
          27      1.1085     1.09448  0.00835275
          28     1.14435     1.09626  0.00824215
          29     1.12699     1.09732  0.00802577
          30     1.09545     1.09726  0.00775849
          31     1.10084     1.09737  0.00750907
          32     1.12019     1.09809   0.0073082
          33     1.07853      1.0975  0.00711073
          34     1.05025     1.09611  0.00703607
          35     1.12081     1.09681  0.00687035
          36     1.05368     1.09561  0.00678314
          37      1.0689     1.09489  0.00663814
          38     1.06954     1.09422  0.00649689
          39     1.09165     1.09416  0.00633063
          40     1.08369      1.0939  0.00617778
          41     1.03799     1.09253  0.00617574
          42     1.10758     1.09289  0.00603908
          43     1.07725     1.09253  0.00590959
          44     1.04649     1.09148  0.00586717
          45     1.10549     1.09179  0.00574504
          46     1.10203     1.09201  0.00562446
          47     1.08999     1.09197  0.00550495
          48     1.04774     1.09105  0.00546684
          49     1.07455     1.09071  0.00536563
          50     1.07053     1.09031  0.00527348
          51     1.06821     1.08988  0.00518785
          52     1.06028     1.08931  0.00511922
          53     1.08056     1.08914  0.00502529
          54     1.07383     1.08886  0.00494022
          55     1.06188     1.08837  0.00487469
          56     1.10497     1.08866  0.00479664
          57     1.08635     1.08862  0.00471266
          58     1.02724     1.08757  0.00474877
          59     1.04714     1.08688  0.00471746
          60     1.06794     1.08656  0.00464938
          61     1.08831     1.08659  0.00457325
          62     1.12196     1.08716  0.00453493
          63     1.07938     1.08704  0.00446463
          64     1.08555     1.08702  0.00439493
          65     1.07997     1.08691  0.00432865
          66     1.11928      1.0874  0.00429076
          67     1.09704     1.08754  0.00422913
          68     1.09727     1.08769  0.00416936
          69     1.02464     1.08677  0.00420785
          70     1.08605     1.08676  0.00414775
          71     1.10078     1.08696  0.00409402
          72     1.08009     1.08686  0.00403827
          73     1.08543     1.08684    0.003983
          74     1.09814       1.087  0.00393211
          75     1.10555     1.08724  0.00388745
          76     1.08247     1.08718  0.00383681
          77       1.083     1.08713  0.00378736
          78     1.08387     1.08709  0.00373904
          79     1.07134     1.08689  0.00369702
          80     1.04482     1.08636  0.00368801
          81     1.07252     1.08619  0.00364644
          82     1.09513      1.0863   0.0036036
