#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -6.17315    -6.17315           0
           2    -6.11169    -6.14242   0.0217284
           3    -6.04082    -6.10855    0.031217
           4    -5.99604    -6.08042   0.0337862
           5     -5.9503     -6.0544    0.035671
           6    -5.90103    -6.02884   0.0377906
           7    -5.87251     -6.0065   0.0384282
           8    -5.85062    -5.98702   0.0382473
           9    -5.82272    -5.96876   0.0381062
          10    -5.78026    -5.94991   0.0386781
          11    -5.75824    -5.93249   0.0388892
          12     -5.7404    -5.91648   0.0388032
          13    -5.70362    -5.90011   0.0391208
          14    -5.68072    -5.88444     0.03934
